rxcui,drug_name,tty,current_final,production,bucket,qa_prior,qa_cat
861072,ascorbic acid 500 MG / ferrous sulfate 525 MG / folic acid 0.8 MG Extended Release Oral Tablet [Folitab],SBD,B03AE,A11GA01|B03BB01,A4-combo-single,,
311448,500 ML mannitol 150 MG/ML Injection,SCD,B05BC01,A06AD16,A4-combo-single,,
312611,prednisolone 5 MG/ML Ophthalmic Solution,SCD,S01BA04|S01CB02|S03BA02,A07EA01|H02AB06|S01BA04|S03BA02,A2-combo-multi,CHANGE_WRONG,other
1991422,benzocaine 200 MG/ML Topical Spray [Monistat Care],SBD,N01BA05,C05AD03|D04AB04|R02AD01,A4-combo-single,,
806728,sodium chloride 30 MG/ML Nasal Spray,SCD,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
745284,penicillin G potassium 500000 UNT/ML Oral Solution,SCD,J01CE01|J01CE08|J01CE09,J01CE08|J01CE09,A2-combo-multi,CHANGE_WRONG,salt-mismatch
762813,{21 (ethinyl estradiol 0.05 MG / norgestrel 0.5 MG Oral Tablet) } Pack [Ovral 21 Day],BPCK,G03CA01|L02AA03,G03CA01,A2-combo-multi,,
884173,clonidine hydrochloride 0.1 MG Oral Tablet,SCD,C02AC01,N02CX02,A3-single-single,,
991000,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 20 MG/ML Ophthalmic Solution,SCD,S01EB01,N07AX01|S01EB01,A4-combo-single,,
1086840,ubidecarenone 100 MG / vitamin E 150 UNT Oral Capsule [Q-Gel],SBD,C01EX,A11HA03|C01EB09,A4-combo-single,,
1090087,phenylephrine hydrochloride 10 MG Oral Tablet [Wal-Phed PE],SBD,R01BA03,R01AA04|S01FB01|S01XA20,A3-single-single,,
205817,ampicillin 25 MG/ML Oral Suspension [Totacillin],SBD,J01CA01,J01CA01|J01CA18,A4-combo-single,CHANGE_CORRECT,
828379,fenofibric acid 45 MG Delayed Release Oral Capsule,SCD,C10AB05,C10AB05|C10AB11,A3-single-single,,
308490,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,SCD,S01AA03|S01AA18|S01AA32|S01BA02|S01CB03|S03AA01|S03AA03,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,A2-combo-multi,,
310868,hydrocortisone 10 MG/ML Rectal Cream,SCD,C05AA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
2002008,lidocaine hydrochloride 40 MG/ML / menthol 10 MG/ML Topical Solution,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
204509,polymyxin B 250000 UNT/ML Injectable Solution,SCD,J01XB02,A07AA05|J01XB02|S01AA18|S02AA11|S03AA03,A4-combo-single,,
833694,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Tablet [Tiamate],SBD,C05AE03|C08DB01,C08DB01,A1-single-multi,,
723533,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Anacin Advanced Headache Formula],SBD,N02BE01,N02BE01|N06BC01,A4-combo-single,,
628958,potassium chloride 10 MEQ Extended Release Oral Tablet [Klor-Con],SBD,A12BA01,A12BA01|B05XA01,A3-single-single,,
731590,4 ML penicillin G benzathine 300000 UNT/ML / penicillin G procaine 300000 UNT/ML Prefilled Syringe,SCD,J01CE01|J01CE08|J01CE09,J01CE08|J01CE09,A2-combo-multi,,
884203,chlorthalidone 15 MG / clonidine hydrochloride 0.3 MG Oral Tablet,SCD,C02LC01,C03BA04,A4-combo-single,,
746020,ferrous sulfate 28 MG Oral Tablet,SCD,B03AA07,B03AA01|B03AA07,A3-single-single,CHANGE_CORRECT,
865163,capsaicin 2.5 MG/ML Topical Cream [Axsain],SBD,M02AB01,N01BX04,A4-combo-single,,
310432,gabapentin 400 MG Oral Capsule,SCD,N02BF01,N02BF01|N03AX12,A3-single-single,,
311928,neomycin 0.0035 MG/MG Topical Ointment,SCD,D06AX04,A07AA01|D06AX04|S01AA03,A4-combo-single,,
312186,oxytetracycline 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,SCD,S01AA30,J01AA06,A4-combo-single,,
206026,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML Topical Cream [Ala-Quin],SBD,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01|D08AH30|D09AA10,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
800118,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,SCD,A09AB01|B05CX01|B05CX03|B05XB01|B05XB03|N06AX02|V03AB26|V04CA02|V06DC01,B05CX03|B05XB03|N06AX02|V03AB26,A2-combo-multi,,
900428,clindamycin 25 MG/ML Oral Solution [Clinsol],SBD,J01FF01,D10AF01|J01FF01,A4-combo-single,,
1086847,ubidecarenone 60 MG / vitamin E 150 UNT Oral Capsule [Q-Gel],SBD,C01EX,A11HA03|C01EB09,A4-combo-single,,
761973,{7 (desogestrel 0.1 MG / ethinyl estradiol 0.025 MG Oral Tablet) / 7 (desogestrel 0.125 MG / ethinyl estradiol 0.025 MG Oral Tablet) / 7 (desogestrel 0.15 MG / ethinyl estradiol 0.025 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Cesia 28 Day],BPCK,G03AC09|G03CA01|L02AA03,G03AC09,A2-combo-multi,,
966562,200 ACTUAT beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler [Vanceril],SBD,R03BA01,D07AC15|R01AD01,A4-combo-single,,
748672,folic acid 0.8 MG / pyridoxine 25 MG / vitamin B12 0.25 MG Oral Tablet,SCD,A11JA,A11HA02|B03BA01|B03BB01,A4-combo-single,,
750255,{21 (ethinyl estradiol 0.05 MG / ethynodiol diacetate 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Demulen 1/50 28 Day],BPCK,G03CA01|G03DC06|L02AA03,G03DC06,A2-combo-multi,,
890854,magnesium oxide 276000 MG Oral Tablet,SCD,A02AA02|A06AD02|A12CC10,A02AA02|A02AA04,A1-single-multi,,
992784,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (45000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack],BPCK,G01AF04,A01AB09|D01AC02|G01AF04,A4-combo-single,,
309279,chromic chloride 0.0513 MG/ML / copper sulfate 3.93 MG/ML / manganese sulfate 1.54 MG/ML / zinc sulfate 22 MG/ML Injectable Solution,SCD,A12CB01|B05XA18|V03AB20,A12CB01|V03AB20,A2-combo-multi,,
310469,gentamicin 3 MG/ML / prednisolone acetate 10 MG/ML Ophthalmic Suspension,SCD,S01CA02,A07EA01|D06AX07|H02AB06|S01BA04|S03AA06|S03BA02,A4-combo-single,,
311945,niacin 1000 MG Extended Release Oral Tablet [Niaspan],SBD,C04AC01|C10AD02,C10AD02,A1-single-multi,,
311946,niacin 500 MG Extended Release Oral Tablet [Niaspan],SBD,C04AC01|C10AD02,C10AD02,A1-single-multi,,
311950,niacin 125 MG Oral Capsule,SCD,C04AC01|C10AD02,C10AD02,A1-single-multi,,
198581,choline 650 MG Oral Tablet,SCD,C10AX,N02BA03,A3-single-single,,
2003664,"2 ML fibrinogen, human 106 MG/ML / thrombin, human 625 UNT/ML Prefilled Syringe [Tisseel]",SBD,B02BC30,B05XA07,A4-combo-single,,
206331,hydrocortisone 10 MG/ML Topical Solution [Sarnol-HC],SBD,D07AA02,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
315156,neomycin 3.5 MG/ML / polymyxin B 16250 UNT/ML Ophthalmic Solution,SCD,S01AA03|S01AA18|S03AA01|S03AA03,A07AA01|D06AX04|S01AA03,A2-combo-multi,,
826865,ascorbic acid 60 MG / biotin 0.3 MG / ferrous fumarate 29 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG Oral Tablet [Dialyvite 800 with Iron],SBD,A11EX,A11DA01|A11GA01|A11HA01|A11HA02|A11HA04|A11HA05|B03BA05|B03BB01,A4-combo-single,,
308704,beta carotene 10000 UNT Oral Capsule,SCD,A11CA02,D02BB01,A3-single-single,,
198470,aspirin 486 MG Oral Tablet,SCD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
375983,vancomycin Injectable Solution,SCDF,J01XA01,A07AA09,A3-single-single,,
2052925,dyclonine hydrochloride 2 MG / menthol 6 MG Oral Lozenge [Sucrets Sore Throat],SBD,R02AD04,N01BX02|R02AD04,A4-combo-single,,
309579,chlorpheniramine 4 MG / phenylpropanolamine 50 MG / pyrilamine 25 MG Extended Release Oral Capsule,SCD,R01BA01|R06AB04|R06AC01,R01BA01|R06AB04,A2-combo-multi,,
310471,gentamicin 5 MG/ML Ophthalmic Solution,SCD,S01AA11|S03AA06,D06AX07|S03AA06,A2-combo-multi,,
311949,niacin 1000 MG Extended Release Oral Tablet,SCD,C04AC01|C10AD02,C10AD02,A1-single-multi,CHANGE_CORRECT,
1089069,zinc oxide 0.038 MG/MG Topical Ointment [PeriGuard],SBD,D02AB,C05AX04,A4-combo-single,CHANGE_CORRECT,
2056934,lidocaine hydrochloride 0.02 MG/MG Topical Gel [Burn Jel],SBD,C05AD01|D04AB01,D04AB01|N01BB02|R02AD02,A2-combo-multi,,
205897,epinephrine 10 MG/ML / pilocarpine hydrochloride 30 MG/ML Ophthalmic Solution [P3E1],SBD,S01EA01|S01EB01,C01CA24|N07AX01|S01EA01|S01EB01,A2-combo-multi,,
317153,salicylic acid 15 MG/ML / sulfur 20 MG/ML Topical Solution,SCD,D01AE12|D10AB02,D10AB02,A2-combo-multi,,
807396,glucose 50 MG/ML / magnesium chloride 0.003 MEQ/ML / monobasic potassium phosphate 0.00147 MEQ/ML / potassium chloride 0.0189 MEQ/ML / sodium chloride 0.002 MEQ/ML / sodium lactate 0.0232 MEQ/ML Injectable Solution,SCD,B05BB01,A12CA01|A12CC01|B05BA03|B05BB01|B05CB01|B05XA03|G01AD01|S01XA03|V06DC01,A4-combo-single,,
309561,chlorpheniramine maleate 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R01BA03|R05CA03|R06AB04,R05CA03|R06AB04,A2-combo-multi,,
198420,sulfisoxazole 100 MG/ML Oral Suspension,SCD,J01EB05,J01EB05|S01AB02,A4-combo-single,,
198735,lysine 500 MG Oral Tablet,SCD,V06DD,B05XB03,A3-single-single,,
994530,aspirin 385 MG / caffeine 30 MG / orphenadrine citrate 25 MG Oral Tablet [Norgesic],SBD,M03BC01,N06BC01,A4-combo-single,,
997964,salicylic acid 20 MG/ML Medicated Liquid Soap [Acnevir],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
359541,folic acid 0.5 MG / vitamin B12 0.2 MG / vitamin B6 5 MG Oral Tablet,SCD,A11JA,B03BA01|B03BB01,A4-combo-single,,
801177,dexpanthenol 2 MG/ML / niacinamide 100 MG/ML / riboflavin 2 MG/ML / thiamine 100 MG/ML / vitamin B6 2 MG/ML Injectable Solution,SCD,A11EA,A11DA01|A11HA01|A11HA04,A4-combo-single,,
832891,potassium chloride 20 MEQ Extended Release Oral Tablet [Klor-Con],SBD,A12BA01,A12BA01|B05XA01,A3-single-single,,
999996,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,C09DX03,C03AA03|C08CA01,A4-combo-single,,
847060,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT],SBD,C09DA08,C03AA03|C09DA08,A4-combo-single,,
854995,colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML Otic Suspension [Coly Mycin S],SBD,S02AA07|S02BA01|S03AA01,A01AC03|A07AA01|A07AA10|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,A2-combo-multi,,
857383,acetaminophen 650 MG / hydrocodone bitartrate 10 MG Oral Tablet,SCD,N02AJ22,N02BE01|R05DA03,A4-combo-single,,
208602,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Poly-Dex],SBD,S01CA01,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,A4-combo-single,,
208677,dexamethasone 0.0005 MG/MG / neomycin 0.0035 MG/MG Ophthalmic Ointment [Neo-Decadron],SBD,S01AA03|S01BA01|S01CB01|S03AA01|S03BA01,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,A2-combo-multi,,
209249,"estrogens, conjugated (USP) 0.625 MG / methyltestosterone 5 MG Oral Tablet [Premarin with Methyltestosterone]",SBD,G03BA02|G03CA57|G03EK01,G03CA57,A2-combo-multi,,
210036,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension [Mi-Acid],SBD,A02AA04|A02AB01|A02AB02|G04BX01,A02AB01,A2-combo-multi,,
211114,povidone-iodine 100 MG/ML Topical Solution [Polydine],SBD,D08AG02|D09AA09|D11AC06,D08AG02|G01AX11,A2-combo-multi,,
213194,tobramycin 60 MG/ML Inhalation Solution [Tobi],SBD,J01GB01,J01GB01|S01AA12,A4-combo-single,,
2182349,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
1111752,dexpanthenol 0.2 MG/ML / magnesium sulfate 0.0467 MG/ML / manganese sulfate 0.0467 MG/ML / niacinamide 0.467 MG/ML / pyridoxine 0.0467 MG/ML / riboflavin 0.04 MG/ML / thiamine 0.0333 MG/ML / vitamin B12 0.000133 MG/ML / zinc sulfate 0.333 MG/ML Oral Solution [Eldertonic],SBD,A11EC,A11DA01|A11HA01|A11HA02|A11HA04|A12CB01|B03BA01,A4-combo-single,,
1114356,ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 0.005 MG Extended Release Oral Capsule [Fumatinic],SBD,A11GA01|B03AA02|B03BA01,A11GA01|B03BA01,A2-combo-multi,,
1190910,atropine sulfate 0.36 MG / chlorpheniramine maleate 8 MG / phenylpropanolamine hydrochloride 50 MG Extended Release Oral Capsule,SCD,A03BA01|R01BA01|R06AB04,R01BA01|R06AB04,A2-combo-multi,,
1232621,chloroxylenol 1 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution [Pramotic],SBD,C05AD07|D04AB07|D08AE05,D08AE05,A2-combo-multi,,
562507,"coal tar 0.02 MG/MG / salicylic acid 0.015 MG/MG / sulfur, colloidal 0.011 MG/MG Topical Ointment",SCD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
577055,calcium citrate 950 MG / cholecalciferol 125 UNT Oral Tablet,SCD,A12AX,A11CC05|A12AA13,A4-combo-single,,
578806,betamethasone 3 MG/ML / betamethasone acetate 3 MG/ML Injectable Suspension [Celestone Soluspan],SBD,H02AB01,D07AC01|H02AB01|S01BA06|S03BA03,A4-combo-single,,
616507,ethanol 0.21 ML/ML / sulfur 50 MG/ML / zinc oxide 100 MG/ML / zinc sulfate 10 MG/ML Topical Lotion,SCD,D08AX08|D10AB02,A12CB01|D10AB02,A2-combo-multi,,
562359,dimethyl sulfoxide 500 MG/ML Irrigation Solution,SCD,G04BX13,G04BX13|M02AX03,A4-combo-single,,
1000093,doxepin hydrochloride 50 MG/ML Topical Cream [Prudoxin],SBD,D04AX01,N06AA12,A4-combo-single,,
1006712,sulfacetamide sodium 150 MG/ML Ophthalmic Solution [Isopto Cetamide],SBD,S01AB04,D10AB02,A4-combo-single,,
1012152,prednisolone sodium phosphate 5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Optimyd],SBD,S01AB04|S01BA04|S01CB02|S03BA02,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1012628,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Lotion [Lidamantle HC],SBD,C05AA01|C05AD01|D04AB01|D07AA02|D07XA01,A01AC03|A07EA02|D04AB01|D07AA02|D07AB02|D07AB11|H02AB09|N01BB02|R02AD02|S01BA02,A2-combo-multi,,
1014137,sodium chloride 21 MG/ML Nasal Solution [SaltAire],SBD,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
1014583,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Zyrtec-D],SBD,R01BA02,R01BA02|R06AE07,A4-combo-single,,
103577,fusidate 0.02 MG/MG Topical Ointment [Fucidin],SBD,D06AX01|D09AA02,D06AX01,A2-combo-multi,,
1042982,catalase 0.02 MG / cysteine 5 MG / lysine 20 MG / methionine 200 MG / superoxide dismutase 0.02 MG Oral Capsule,SCD,V03AB26,B05XB03|V03AB26,A4-combo-single,,
1047001,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Bellatal],SBD,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,A03BA03|N03AA02,A2-combo-multi,,
1049123,benzalkonium chloride 1.3 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Spray,SCD,D04AB07,D08AJ01|D08AJ08|R02AA16,A4-combo-single,,
1050080,diphenhydramine hydrochloride 20 MG/ML Topical Spray,SCD,D04AA32,D04AA32|R06AA02,A4-combo-single,,
1086257,triamcinolone acetonide 40 MG/ML Injectable Suspension [Triamcot],SBD,A01AC01|C05AA12|H02AB08|R03BA06,A01AC01|H02AB08|R01AD11,A2-combo-multi,,
240571,betamethasone 0.0005 MG/MG Topical Gel,SCD,D07AC01,D07AC01|H02AB01|S01BA06|S03BA03,A4-combo-single,,
1659137,piperacillin 3000 MG / tazobactam 375 MG Injection,SCD,J01CR05,J01CA12|J01CG02,A4-combo-single,,
1005767,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap [Avar],SBD,D10AF,D10AB02,A4-combo-single,,
1012066,5 ML lidocaine hydrochloride 10 MG/ML Prefilled Syringe,SCD,N01BB02,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1048124,12 HR atropine sulfate 0.04 MG / chlorpheniramine maleate 8 MG / hyoscyamine sulfate 0.19 MG / pseudoephedrine hydrochloride 90 MG / scopolamine hydrobromide 0.01 MG Extended Release Oral Tablet,SCD,R01BA02,A03BA03|R01BA02|R06AB04,A4-combo-single,,
1049402,benzalkonium chloride 2 MG/ML Topical Spray,SCD,D08AJ01,D08AJ01|D08AJ08,A4-combo-single,,
1086463,chlorpheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R01BA53,R06AB04,A4-combo-single,,
241907,brompheniramine maleate 1 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R01BA03|R05CA03|R06AB01,R05CA03|R06AB01,A2-combo-multi,,
1659947,povidone-iodine 75 MG/ML Topical Lotion [Apocreme],SBD,D08AG02|D09AA09|D11AC06,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,A2-combo-multi,,
1661176,tioconazole 0.065 MG/MG Vaginal Ointment [Monistat Simple Therapy],SBD,G01AF08,D01AC07|G01AF08,A4-combo-single,,
1000158,0.65 ML medroxyprogesterone acetate 160 MG/ML Prefilled Syringe [depo-subQ provera],SBD,L02AB02,G03DA02,A4-combo-single,,
808596,24 HR calcium carbonate 1500 MG / cholecalciferol 500 UNT Extended Release Oral Tablet,SCD,A12AX,A11CC05,A4-combo-single,,
992735,homatropine methylbromide 10 MG Oral Tablet,SCD,A03BB06,S01FA05,A3-single-single,,
206537,500 ML mannitol 150 MG/ML Injection [Osmitrol],SBD,B05BC01,A06AD16,A4-combo-single,,
205671,dexamethasone phosphate 1 MG/ML Ophthalmic Solution [AK-Dex],SBD,S01BA01|S01CB01|S03BA01,S01BA01,A2-combo-multi,,
374862,benzocaine / menthol Oral Lozenge,SCDF,R02AD01,C05AD03|D04AB04|R02AD01,A4-combo-single,,
801442,magnesium sulfate 0.2 MG/ML / monobasic potassium phosphate 0.063 MG/ML / potassium chloride 0.005 MEQ/ML / sodium chloride 0.14 MEQ/ML / sodium phosphate dihydrate 0.088 MG/ML Irrigation Solution,SCD,B05CB01|B05XA03|B05XA05,A06AD04|A12CA01|B05BB01|B05CB01|B05XA03|B05XA05|S01XA03,A2-combo-multi,,
313625,ascorbic acid 100 MG / ferrous fumarate 275 MG / folic acid 1 MG / vitamin B12 0.015 MG Extended Release Oral Capsule,SCD,A11GA01|B03AA02|B03BA01|B03BB01,A11GA01|B03BA01|B03BB01,A2-combo-multi,,
808354,{1 (22.7 ML) (hydrocortisone 0.01 MG/MG Topical Gel [Xebcort]) / 3 (15 ML) (ketoconazole 0.02 MG/MG Topical Gel [Xolegel]) } Pack [Xolegel CorePak],BPCK,A01AC03|A07EA02|C05AA01|D01AC08|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01|G01AF11|H02AB09|H02CA03|H02CA04|J02AB02|S01BA02|S01CB03|S02BA01,A01AC03|A07EA02|D01AC08|D07AA02|D07AB02|D07AB11|H02AB09|J02AB02|S01BA02,A2-combo-multi,,
208191,benzocaine 0.2 MG/MG Topical Gel [Americaine Anesthetic Lubricant],SBD,C05AD03|D04AB04,C05AD03|D04AB04|R02AD01,A2-combo-multi,,
208958,potassium chloride 1.33 MEQ/ML Oral Solution [Kay Ciel],SBD,A12BA01,A12BA01|B05XA01,A4-combo-single,,
211765,benzoyl peroxide 50 MG/ML / hydrocortisone 5 MG/ML Topical Lotion [Vanoxide-HC],SBD,D10AA,D10AE01,A4-combo-single,,
212645,lactic acid 50 MG/ML Topical Lotion [Lacticare],SBD,D02AX,G01AD01,A4-combo-single,,
212812,salicylic acid 0.02 MG/MG Topical Gel [Stri-Dex Clear Gel],SBD,D11AF,D01AE12|N02BA04,A4-combo-single,,
213539,betamethasone 0.5 MG/ML Topical Cream [Alphatrex],SBD,C05AA05|D07AC01|D07XC01,D07AC01|H02AB01|S01BA06|S03BA03,A2-combo-multi,,
2184167,12 HR carbetapentane tannate 60 MG / chlorpheniramine tannate 5 MG / phenylephrine tannate 10 MG Extended Release Oral Tablet,SCD,R01BA03|R05DB05|R06AB04,R05DB05|R06AB04,A2-combo-multi,,
1090532,chlorpheniramine maleate 1 MG/ML / phenylephrine hydrochloride 3.5 MG/ML Oral Solution,SCD,R01BA03|R06AB04,R06AB04,A2-combo-multi,,
2056681,{2 (1 ML erenumab-aooe 70 MG/ML Prefilled Syringe [Aimovig]) } Pack [Aimovig Prefilled Syringe (140 MG Dose)],BPCK,N02CD01,N02CX07,A4-combo-single,,
206035,erythromycin 0.005 MG/MG Ophthalmic Ointment [Ilotycin],SBD,S01AA17,J01FA01,A4-combo-single,,
349541,guaifenesin 275 MG / phenylephrine hydrochloride 25 MG Extended Release Oral Tablet,SCD,R01BA03|R05CA03,R05CA03,A2-combo-multi,,
351894,betamethasone 0.5 MG/ML Topical Lotion [Del-Beta],SBD,D07AC01,D07AC01|H02AB01|S01BA06|S03BA03,A4-combo-single,,
360347,benzocaine 200 MG/ML Topical Solution,SCD,D04AB04,C05AD03|D04AB04|R02AD01,A4-combo-single,,
828594,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule,SCD,N02AC04,N02AC04|N06BC01,A4-combo-single,,
830736,docosahexaenoic acid 350 MG / eicosapentaenoic acid 35 MG / folic acid 1 MG / phytosterols 200 MG / vitamin B12 0.5 MG / vitamin B6 12.5 MG Oral Capsule,SCD,A11JC,B03BA01|B03BB01,A4-combo-single,,
831137,diltiazem hydrochloride 90 MG Oral Tablet [Cardizem],SBD,C05AE03|C08DB01,C08DB01,A1-single-multi,,
208129,tetracycline hydrochloride 250 MG Oral Capsule [Brodspec],SBD,A01AB13|J01AA07|S03AA02,J01AA07,A1-single-multi,CHANGE_WRONG,ingredient-level-overbroad
1111750,dexpanthenol 0.2 MG/ML / magnesium sulfate 0.0467 MG/ML / manganese sulfate 0.0467 MG/ML / niacinamide 0.467 MG/ML / pyridoxine 0.0467 MG/ML / riboflavin 0.04 MG/ML / thiamine 0.0333 MG/ML / vitamin B12 0.000133 MG/ML / zinc sulfate 0.333 MG/ML Oral Solution [Ellis Tonic],SBD,A11EC,A11DA01|A11HA01|A11HA02|A11HA04|A12CB01|B03BA01,A4-combo-single,,
1146211,acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Capsule,SCD,N02BE01|R06AA02,N02BE01,A2-combo-multi,,
1190587,codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution [M-End Max D],SBD,R05DA04,R01BA02|R05DA04|R06AB06,A4-combo-single,,
1116289,ephedrine sulfate 50 MG Oral Capsule,SCD,C01CA26|R03CA02,R01AA03|R03CA02,A1-single-multi,,
1235022,benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 20 MG/ML Topical Solution [Band-Aid Hurt-Free],SBD,D08AJ01|D08AJ08,D04AB01|D08AJ01|D08AJ08|N01BB02|R02AA16|R02AD02,A2-combo-multi,,
431806,12 HR guaifenesin 900 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet,SCD,R01BA03|R05CA03,R05CA03,A2-combo-multi,,
483444,pregabalin 300 MG Oral Capsule,SCD,N02BF02,N02BF02|N03AX16,A3-single-single,,
543789,benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucous Membrane Topical Solution [Cetacaine],SBD,N01BA,C05AD03|D04AB04|R02AD01,A4-combo-single,,
603011,sodium phosphate 1500 MG Oral Tablet,SCD,A06AD17,A06AD17|A06AG01|B05XA09,A3-single-single,,
1000556,fluorometholone 1 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension,SCD,S01CA,D10AB02|S01BA07,A4-combo-single,,
1011849,lidocaine hydrochloride 0.005 MG/MG Topical Gel,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1039012,benzalkonium chloride 1.3 MG/ML Topical Spray,SCD,D08AJ01,D08AJ01|D08AJ08|R02AA16,A4-combo-single,,
1045432,lidocaine hydrochloride 40 MG/ML Topical Spray,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1046310,benzalkonium chloride 1.2 MG/ML Topical Foam,SCD,D08AJ01,D08AJ01|D08AJ08|R02AA16,A4-combo-single,,
1048302,dyclonine hydrochloride 1 MG/ML Mucosal Spray [Cepacol Spray],SBD,R02AD04,N01BX02|R02AD04,A4-combo-single,,
