rxcui,drug_name,tty,current_final,production,bucket,qa_prior,qa_cat
308272,antipyrine 47 MG/ML / benzocaine 10 MG/ML Otic Solution,SCD,S02DA03,C05AD03|D04AB04|R02AD01,A4-combo-single,,
310667,guanethidine 50 MG Oral Tablet,SCD,C02CC02,C02CC02|S01EX01,A3-single-single,,
311250,lactic acid 167 MG/ML / salicylic acid 167 MG/ML Topical Solution,SCD,D01AE12,D01AE12|G01AD01|N02BA04,A4-combo-single,,
199194,benzocaine 200 MG/ML / oxyquinoline sulfate 5 MG/ML Topical Spray,SCD,C05AD03|D04AB04|D08AH03,C05AD03|D04AB04|R02AD01,A2-combo-multi,,
826860,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG Oral Tablet [Dialyvite 800],SBD,A11EX,A11DA01|A11GA01|A11HA01|A11HA02|A11HA04|A11HA05|B03BA05|B03BB01,A4-combo-single,,
892160,aspirin 3900 MG Oral Tablet,SCD,B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
902644,tetracycline hydrochloride 2.08 MG/ML Oral Solution [Ornacycline],SBD,A01AB13|J01AA07|S03AA02,D06AA04|J01AA07,A2-combo-multi,,
308322,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,SCD,N02BE01,N02BE01|N06BC01,A4-combo-single,,
308843,calcium carbonate 600 MG / cholecalciferol 125 UNT / ferrous fumarate 18 MG Oral Tablet,SCD,A02AC01|A11CC05|A12AA04|B03AA02,A12AA04|B03AA02,A2-combo-multi,,
373369,phenylephrine Injectable Solution,SCDF,C01CA06,R01AA04|S01FB01|S01XA20,A3-single-single,,
617430,amoxicillin 80 MG/ML / clavulanate 11.4 MG/ML Oral Suspension,SCD,J01CR02,J01CA04,A4-combo-single,,
706946,calcium carbonate 400 MG / simethicone 24 MG Chewable Tablet,SCD,A02AC01|A12AA04,A03AX13|A12AA04,A2-combo-multi,,
687443,lidocaine 70 MG/ML / tetracaine 70 MG/ML Topical Cream,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
794246,{5 (moxifloxacin 400 MG Oral Tablet [Avelox]) } Pack [Avelox ABC],BPCK,J01MA14|S01AE07,J01MA14,A6-pack-other,,
707268,brompheniramine maleate 1.2 MG/ML / carbetapentane citrate 6 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R01BA03|R05DB05|R06AB01,R05DB05|R06AB01,A2-combo-multi,,
763581,12 HR methscopolamine nitrate 1.25 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet [Extendryl PEM],SBD,A03BB03|R01BA03,R01AA04|S01FB01|S01XA20,A2-combo-multi,,
794244,capsaicin 1 MG/ML Topical Cream [Capzasin-HP],SBD,M02AB01,N01BX04,A4-combo-single,,
991519,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution,SCD,R05CA03|R05DA04|R06AD02,R05CA03|R05DA04,A2-combo-multi,,
308413,aspirin 65 MG Chewable Tablet,SCD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
309317,citric acid 66.8 MG/ML / potassium citrate 110 MG/ML / sodium citrate 100 MG/ML Oral Solution,SCD,G04BC,A09AB04|A12BA02|B05CB02,A4-combo-single,,
309351,clioquinol 30 MG/ML / hydrocortisone 10 MG/ML Topical Lotion,SCD,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01|D08AH30|D09AA10,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,CHANGE_WRONG,salt-mismatch
198707,hydrocortisone 5 MG/ML Topical Cream,SCD,D07AA02,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
2052704,tacrolimus 1 MG Granules for Oral Suspension [Prograf],SBD,L04AD02,D11AH01|L04AD02,A3-single-single,,
207057,nandrolone 200 MG/ML Injectable Solution [Andryl 200],SBD,A14AB01,A14AB01|S01XA11,A4-combo-single,,
207054,nandrolone 100 MG/ML Injectable Solution [Deca-Durabolin],SBD,A14AB01,A14AB01|S01XA11,A4-combo-single,,
998521,miconazole nitrate 20 MG/ML Topical Lotion,SCD,D01AC02,A01AB09|D01AC02|G01AF04,A4-combo-single,,
999986,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,C09DX03,C03AA03|C08CA01,A4-combo-single,,
761985,{21 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Genora 1/35 28 Day],BPCK,G03AC01|G03CA01|G03DC02|L02AA03,G03AA05,A2-combo-multi,,
890957,erythromycin 0.0053 MG/ML Topical Solution [Maracyn],SBD,D10AF02,J01FA01,A4-combo-single,,
310637,guaifenesin 300 MG / phenylephrine hydrochloride 10 MG Extended Release Oral Capsule,SCD,R01BA03|R05CA03,R05CA03,A2-combo-multi,,
404066,isotretinoin 40 MG Oral Capsule [Sotret],SBD,D10AD04|D10BA01,D10BA01,A1-single-multi,,
707207,glycerin 2100 MG Rectal Suppository [Colace Glycerin Suppositories],SBD,A06AG04|A06AX01,A06AX01,A1-single-multi,,
891870,isosorbide dinitrate 40 MG Extended Release Oral Capsule [Dilatrate],SBD,C01DA08|C05AE02,C01DA08,A1-single-multi,,
992530,terbinafine hydrochloride 10 MG/ML Topical Cream [Lamisil],SBD,D01AE15,D01AE15|D01BA02,A4-combo-single,,
795468,penicillin G procaine 600000 UNT/ML Injectable Suspension [Wycillin],SBD,J01CE01|J01CE09,J01CE09,A2-combo-multi,,
895883,ivermectin 0.136 MG / praziquantel 114 MG / pyrantel 114 MG Chewable Tablet,SCD,P02BA01|P02CC01|P02CF01,P02BA01|P02CC01,A2-combo-multi,,
979489,metaproterenol sulfate 4 MG/ML Inhalation Solution,SCD,R03AB03,R03CB03,A4-combo-single,,
992479,promethazine hydrochloride 50 MG Rectal Suppository [Phenergan],SBD,D04AA10|R06AD02,R06AD02,A1-single-multi,,
311451,mannitol 50 MG/ML Irrigation Solution,SCD,B05BC01|B05CX04,A06AD16,A2-combo-multi,CHANGE_CORRECT,
311558,mestranol 0.1 MG / norethindrone 2 MG Oral Tablet,SCD,G03AC01|G03DC02,G03DC02,A2-combo-multi,,
1090972,ascorbic acid 10.8 MG/ML / cholecalciferol 72 UNT/ML / dl-alpha tocopheryl acetate 2.7 UNT/ML / niacinamide 2.44 MG/ML / pyridoxine 0.189 MG/ML / riboflavin 0.216 MG/ML / thiamine hydrochloride 0.168 MG/ML / vitamin A 450 UNT/ML / vitamin B12 0.00081 MG/ML Oral Solution [Multi-Delyn],SBD,A11JA,A11CA01|A11CC05|A11DA01|A11GA01|A11HA01|A11HA02|A11HA03|A11HA04|B03BA01,A4-combo-single,,
198556,capsaicin 0.25 MG/ML Topical Lotion,SCD,M02AB01,N01BX04,A4-combo-single,,
1988768,brigatinib 90 MG Oral Tablet [Alunbrig],SBD,L01ED04,L01XE43,A3-single-single,,
206223,erythromycin 20 MG/ML Topical Solution [Eryderm],SBD,D10AF02,J01FA01,A4-combo-single,CHANGE_CORRECT,
206328,hydrocortisone 10 MG/ML Topical Solution [Penecort],SBD,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
206754,prednisone 1 MG Oral Tablet [Meticorten],SBD,A07EA03|H02AB07,H02AB07,A1-single-multi,,
999783,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Hematogen],SBD,B03AE,A11GA01|B03BA01|B03BB01,A4-combo-single,,
999805,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Ferrogels],SBD,A11GA01|B03AA02|B03BA01|B03BB01,A11GA01|B03BA01|B03BB01,A2-combo-multi,,
312887,salicylic acid 260 MG/ML Topical Solution,SCD,D11AF,D01AE12,A4-combo-single,,
806718,sodium chloride 2 MEQ/ML Irrigation Solution,SCD,B05CB01|B05XA03,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A2-combo-multi,,
978583,carteolol hydrochloride 5 MG Oral Tablet [Cartrol],SBD,C07AA15,S01ED05,A3-single-single,,
310054,eflornithine 200 MG/ML Injectable Solution,SCD,L01XX79|P01CX03,D11AX16|P01CX03,A2-combo-multi,,
206975,aspirin 800 MG Extended Release Oral Tablet [Zorprin],SBD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
308640,benzocaine 0.1 MG/MG / boric acid 0.05 MG/MG Topical Ointment,SCD,D04AB,S02AA03,A4-combo-single,,
617322,amoxicillin 50 MG/ML / clavulanate 12.5 MG/ML Oral Suspension,SCD,J01CR02,J01CA04,A4-combo-single,,
702316,aspirin 500 MG / caffeine 32.5 MG Oral Tablet,SCD,N02BA51,N06BC01,A4-combo-single,,
749159,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) } Pack,GPCK,G03CA01|L02AA03,G03CA01,A2-combo-multi,,
891710,dimethicone 13 MG/ML Topical Lotion,SCD,D02AA,P03AX05,A4-combo-single,,
309280,chromic sulfate 0.004 MG/ML / zinc sulfate 1 MG/ML Injectable Solution,SCD,A12CB01|B05XA18,A12CB01,A2-combo-multi,,
310870,hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML Topical Cream,SCD,D07BA,G01AC01,A4-combo-single,,
312020,nitroglycerin 9 MG Extended Release Oral Capsule,SCD,C01DA02,C01DA02|C05AE01,A3-single-single,,
199998,ivermectin 6 MG Oral Tablet,SCD,P02CF01,D11AX22|P02CF01,A3-single-single,,
207338,papaverine 150 MG Extended Release Oral Capsule [Pavagen],SBD,A03AD01|G04BE02,G04BE02,A1-single-multi,,
826653,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / zinc citrate 15 MG Oral Tablet [Dialyvite 800 with Zinc],SBD,A11EX,A11DA01|A11GA01|A11HA01|A11HA02|A11HA04|A11HA05|B03BA05|B03BB01,A4-combo-single,,
831393,miconazole nitrate 0.0025 MG/MG / petrolatum 0.814 MG/MG / zinc oxide 0.15 MG/MG Topical Ointment [Vusion],SBD,D01AC02,A01AB09|C05AX04|D01AC02|G01AF04,A4-combo-single,,
831831,alanine 3.48 MG/ML / arginine 3.56 MG/ML / aspartate 2.45 MG/ML / glucose 250 MG/ML / glutamate 2.58 MG/ML / glycine 1.75 MG/ML / histidine 1.05 MG/ML / isoleucine 2.31 MG/ML / leucine 3.5 MG/ML / lysine 3.68 MG/ML / methionine 0.6 MG/ML / phenylalanine 1.04 MG/ML / proline 2.52 MG/ML / serine 1.86 MG/ML / threonine 1.4 MG/ML / tryptophan 0.7 MG/ML / tyrosine 0.94 MG/ML / valine 1.75 MG/ML Injectable Solution [Aminosyn II 3.5 % in 25 % Dextrose],SBD,A09AB01|B05CX01|B05CX03|B05XB01|B05XB03|N06AX02|V03AB26|V04CA02|V06DC01,B05CX03|B05XB03|N06AX02|V03AB26,A2-combo-multi,,
317564,hydrocortisone 10 MG/ML Topical Spray,SCD,D07AA02,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
834150,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Betasept],SBD,D08AC02,A01AB03|D08AC02|R02AA05,A4-combo-single,,
836395,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,SCD,N02AJ13,N02AX02|N02BE01,A4-combo-single,,
847621,calcium chloride 0.33 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 8.6 MG/ML Irrigation Solution,SCD,V07AB,A12CA01|B05BB01|B05CB01|B05XA03|B05XA07|S01XA03,A4-combo-single,,
208588,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [AK-Trol],SBD,S01AA03|S01AA18|S01BA01|S01CB01|S03AA01|S03AA03|S03BA01,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,A2-combo-multi,,
2100015,glycerin 144 MG/ML / lidocaine 50 MG/ML / petrolatum 150 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Topical Cream,SCD,D04AB01,A06AX01|D04AB01|N01BB02|R01AA04|R02AD02|S01FB01|S01XA20,A4-combo-single,,
211880,aspirin 325 MG Oral Tablet [Genprin],SBD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
2120175,lidocaine 50 MG/ML Topical Cream [Lipocaine],SBD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
213663,betamethasone 4 MG/ML Injectable Solution [Adbeon],SBD,A07EA04|C05AA05|H02AB01|R03BA04|S03BA03,D07AC01|H02AB01|S01BA06|S03BA03,A2-combo-multi,,
214038,antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution [A/B Otic],SBD,S02DA03,C05AD03|D04AB04|R02AD01,A4-combo-single,,
1094891,lidocaine hydrochloride 10 MG/ML / menthol 25 MG/ML / methyl salicylate 45 MG/ML Topical Cream,SCD,C05AD01|D04AB01,D04AB01|N01BB02|R02AD02,A2-combo-multi,,
1111697,carbinoxamine maleate 8 MG / methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet,SCD,A03BB03|R01BA02|R06AA08,R01BA02|R06AA08,A2-combo-multi,,
1114105,Benzalkonium Chloride 1.3 MG/ML Topical Foam [Neosporin Wound Cleanser],SBD,D08AJ01|D08AJ08,D08AJ01|D08AJ08|R02AA16,A2-combo-multi,,
1116976,capsaicin 0.375 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Dendracin Neurodendraxcin],SBD,M02AC,N01BX04,A4-combo-single,,
1146022,sodium chloride 20 MG/ML Nasal Spray,SCD,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
1148595,antipyrine 55 MG/ML / benzocaine 14 MG/ML Otic Solution,SCD,S02DA03,C05AD03|D04AB04|R02AD01,A4-combo-single,,
1147533,sodium chloride 6.9 MG/ML Nasal Spray [Mycinaire],SBD,R01AX,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A4-combo-single,,
1190744,atropine sulfate 0.0388 MG/ML / phenobarbital 3.2 MG/ML Oral Solution [Antrocol],SBD,A03BA01|N03AA02,N03AA02,A2-combo-multi,,
1232977,chloramphenicol 1000 MG Oral Tablet [Viceton],SBD,J01BA01,J01BA01|S01AA01|S02AA01,A3-single-single,,
1234338,hydrocortisone acetate 0.025 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment [Pramosone],SBD,D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
1234514,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Pramosone],SBD,D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
545144,acetic acid 20 MG/ML Otic Solution [Borofair],SBD,S02AA10,G01AD02|S02AA10,A4-combo-single,,
577215,dimethicone 60 MG/ML Topical Cream,SCD,D02AA,P03AX05,A4-combo-single,,
582819,benzocaine 50 MG/ML / menthol 10 MG/ML Topical Solution,SCD,D04AB04,C05AD03|D04AB04|R02AD01,A4-combo-single,,
58930,Zyrtec,BN,R06AE07,R06AE,A3-single-single,,
615979,sorafenib 200 MG Oral Tablet [Nexavar],SBD,L01EX02,L01XE05,A3-single-single,CHANGE_CORRECT,
857752,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Enditussin-HD],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
857841,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Endal-HD],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
859174,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1.2 MG/ML / phenylephrine hydrochloride 2.4 MG/ML Oral Solution [Maxi-Tuss HC],SBD,R01BA03|R05DA03|R06AB04,R05DA03|R06AB04,A2-combo-multi,,
1012080,prednisolone acetate 2.5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension,SCD,S01AB04|S01BA04|S01CB02|S03BA02,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1012023,prednisolone sodium phosphate 2.5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Sulster],SBD,S01AB04|S01BA04|S01CB02|S03BA02,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1014197,chloroxylenol 1 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution [Oticin],SBD,C05AD07|D04AB07|D08AE05,D08AE05,A2-combo-multi,,
1039483,ethanol 0.6 ML/ML Topical Solution,SCD,D08AX08,D08AX08|V03AB16|V03AZ01,A4-combo-single,,
1039625,salicylic acid 20 MG/ML Medicated Pad [Noxzema Clean],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1046929,atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Hyosophen],SBD,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,A03BA03|N03AA02,A2-combo-multi,,
1047791,"hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Phosphasal]",SBD,G04BX12,A03BA03|G04BX12|J01XX05,A4-combo-single,,
1053772,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream [Tri-Statin],SBD,C05AA12|D01AA01|D07AB09|D07XB02,A01AB11|A01AC01|A07AA02|D01AA01|H02AB08|R01AD11,A2-combo-multi,CHANGE_WRONG,route-pollution
244486,betamethasone 0.25 MG/ML Topical Cream,SCD,C05AA05|D07AC01|D07XC01,D07AC01|H02AB01|S01BA06|S03BA03,A2-combo-multi,,
244549,benzocaine 60 MG/ML Topical Cream,SCD,C05AD03|D04AB04,C05AD03|D04AB04|R02AD01,A2-combo-multi,,
246504,netilmicin 10 MG/ML Injectable Solution,SCD,J01GB07,J01GB07|S01AA23,A4-combo-single,,
252430,magnesium oxide 400 MG Oral Capsule,SCD,A12CC10,A02AA02,A3-single-single,,
260309,hydrocortisone 10 MG/ML Rectal Cream [Preparation H Hydrocortisone],SBD,A07EA02|D07AA02|D07AB02|D07AB11,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
260311,hydrocortisone 10 MG/ML Rectal Cream [Proctocort],SBD,A07EA02|C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
282561,methoxsalen 0.02 MG/ML Injectable Solution,SCD,D05BA02,D05AD02|D05BA02,A4-combo-single,,
1655041,chlorhexidine gluconate 20 MG/ML Medicated Liquid Soap [Scrub-Stat],SBD,D08AC02,A01AB03|D08AC02|R02AA05,A4-combo-single,,
1234396,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Pramosone],SBD,D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
1234506,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,SCD,D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A4-combo-single,,
1000558,fluorometholone 1 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension [FML-S],SBD,S01AB04|S01BA07|S01CB05,D10AB02|S01BA07,A2-combo-multi,CHANGE_CORRECT,
1000726,sulfacetamide sodium 100 MG/ML / sulfur 10 MG/ML Medicated Liquid Soap [Rosac],SBD,D10AB02|D10AF06,D10AB02,A2-combo-multi,,
1010234,sulfacetamide sodium 80 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap,SCD,D10AF,D10AB02,A4-combo-single,,
1011709,lidocaine hydrochloride 0.5 MG Jet Injector [Zingo],SBD,N01BB02,D04AB01|N01BB02|R02AD02,A3-single-single,,
1012017,prednisolone acetate 2 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension [Blephamide],SBD,S01AB04|S01BA04|S01CB02|S03BA02,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,A2-combo-multi,,
1037328,hydrocortisone acetate 50 MG/ML Injectable Suspension,SCD,A01AC03|A07EA02|C05AA01|H02AB09,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
1043488,povidone-iodine 50 MG/ML Medicated Pad,SCD,D08AG02,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,A4-combo-single,,
1045344,benzocaine 0.2 MG/MG / menthol 0.0025 MG/MG Oral Paste,SCD,C05AD03|D04AB04|N01BA05|R02AD01,C05AD03|D04AB04|R02AD01,A2-combo-multi,,
1049900,diphenhydramine hydrochloride 12.5 MG Chewable Tablet,SCD,R06AA02,D04AA32|R06AA02,A3-single-single,,
244095,glucose 25 MG/ML / sodium chloride 0.0769 MEQ/ML Injectable Solution,SCD,A12CA01|B05CB01|B05XA03|V06DC01,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,A2-combo-multi,,
1047761,hydrocortisone 10 MG/ML Topical Lotion [Theracort],SBD,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
1046810,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Capsule [Donnatal],SBD,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,A03BA03|N03AA02,A2-combo-multi,,
1012609,ferrous sulfate 10 MG/ML Oral Suspension [MyKidz Iron],SBD,B03AA07,B03AA01|B03AA07,A4-combo-single,,
1053368,Benzocaine 200 MG/ML / Petrolatum 744 MG/ML Topical Cream [Orajel Cold Sore],SBD,C05AD03|D04AB04,C05AD03|D04AB04|R02AD01,A2-combo-multi,,
1996082,100 ML glucose 500 MG/ML Injection,SCD,B05CX01|V04CA02|V06DC01,B05BA03|V06DC01,A2-combo-multi,,
2043303,eucalyptol 0.92 MG/ML / menthol 0.42 MG/ML / methyl salicylate 0.6 MG/ML / thymol 0.64 MG/ML Mouthwash [Listerine Ultraclean],SBD,A01AB,R05CA13,A4-combo-single,,
207390,50 ML penicillin G potassium 20000 UNT/ML Injection,SCD,J01CE01,J01CE08|J01CE09,A4-combo-single,,
208003,bendroflumethiazide 5 MG / nadolol 40 MG Oral Tablet [Corzide],SBD,C03AA01|C07AA12,C03AA01|C07AA12|C07BA12,A2-combo-multi,,
313627,ascorbic acid 100 MG / ferrous fumarate 600 MG / vitamin B12 0.025 MG Oral Tablet,SCD,A11GA01|B03AA02|B03BA01,A11GA01|B03BA01,A2-combo-multi,,
351875,72 HR scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop],SBD,N05CM05,A04AD01,A4-combo-single,,
359450,dimethicone 45 MG/ML Topical Cream,SCD,D02AA,P03AX05,A4-combo-single,,
801923,magnesium chloride 0.3 MG/ML / potassium chloride 0.37 MG/ML / sodium acetate 2.22 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Irrigation Solution,SCD,V07AB,B05XA08,A4-combo-single,,
830205,clindamycin 10 MG/ML Medicated Pad [ClindaReach],SBD,D10AF01,D10AF01|J01FF01,A4-combo-single,,
830538,aspirin 325 MG Oral Tablet [Aspir-Mox],SBD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
848178,Augmented betamethasone 0.5 MG/ML Topical Lotion,SCD,D07AC01,D07AC01|H02AB01|S01BA06|S03BA03,A4-combo-single,CHANGE_CORRECT,
854181,dexamethasone 0.7 MG Drug Implant [Ozurdex],SBD,S01BA01,H02AB02|S01BA01,A3-single-single,,
210847,aluminum hydroxide 120 MG/ML / magnesium hydroxide 60 MG/ML Oral Suspension [Maalox],SBD,A02AA04|A02AB01|A02AB02|G04BX01,A02AB01,A2-combo-multi,,
213972,"belladonna extract, USP 16.2 MG / opium 60 MG Rectal Suppository [B & O Supprettes 16-A]",SBD,A07DA02|N02AA02,A07DA02,A2-combo-multi,,
2178275,200 ML ibuprofen 4 MG/ML Injection [Caldolor],SBD,M01AE01,M01AE01|M01AE14|M02AA13,A4-combo-single,,
2178939,acetaminophen 15 MG/ML / ephedrine hydrochloride 0.9 MG/ML / guaifenesin 2.1 MG/ML Oral Solution,SCD,C01CA26|N02BE01|R03CA02|R05CA03,N02BE01|R05CA03,A2-combo-multi,,
1091941,salicylic acid 10 MG/ML Topical Solution [GM Collin Puracne],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,CHANGE_CORRECT,
857111,acetaminophen 500 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,SCD,N02AJ22,N02BE01|R05DA03,A4-combo-single,,
403939,guaifenesin 20 MG/ML / phenylephrine tannate 1 MG/ML Oral Suspension,SCD,R01BA03|R05CA03,R05CA03,A2-combo-multi,,
847440,sodium fluoride 0.02 MG/MG Oral Gel [Pediagel],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
211753,prednisolone 10 MG/ML Ophthalmic Solution [AK-Pred],SBD,S01BA04|S01CB02|S03BA02,S01BA04,A2-combo-multi,,
2117610,50 ML calcium gluconate 20 MG/ML Injection,SCD,B05XA19,A12AA03,A4-combo-single,,
1094353,phenazopyridine hydrochloride 50 MG / sulfamethizole 250 MG Oral Tablet,SCD,B05CA04|G04BX06|J01EB02,G04BX06,A2-combo-multi,,
1110820,benzocaine 75 MG/ML Mucosal Spray [Finafta Multi Oral],SBD,N01BA05,C05AD03|D04AB04|R02AD01,A4-combo-single,,
1149666,povidone-iodine 100 MG/ML Medicated Liquid Soap [Betadine],SBD,D08AG02|D09AA09|D11AC06,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,A2-combo-multi,,
1190319,chlophedianol hydrochloride 12.5 MG / chlorcyclizine hydrochloride 9.38 MG / phenylephrine hydrochloride 5 MG Chewable Tablet [Vanacof-PE],SBD,R01BA03|R05DB10|R06AE04,R05DB10|R06AE04,A2-combo-multi,,
562844,sulfacetamide sodium 0.1 MG/MG / sulfur 0.05 MG/MG Topical Gel,SCD,D10AB02|D10AF06,D10AB02,A2-combo-multi,,
860036,hydrocodone bitartrate 0.332 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1.67 MG/ML Oral Solution [Trimal DH],SBD,R01BA03|R05DA03|R06AC01,R05DA03,A2-combo-multi,,
